station,hour,minute,day_of_week,predicted_bikes
8 - Ministério da Defesa,13,0,Segunda,9
8 - Ministério da Defesa,13,0,Terça,9
8 - Ministério da Defesa,13,0,Quarta,9
8 - Ministério da Defesa,13,0,Quinta,9
8 - Ministério da Defesa,13,0,Sexta,9
8 - Ministério da Defesa,13,0,Sábado,9
8 - Ministério da Defesa,13,0,Domingo,9
8 - Ministério da Defesa,13,15,Segunda,5
8 - Ministério da Defesa,13,15,Terça,5
8 - Ministério da Defesa,13,15,Quarta,5
8 - Ministério da Defesa,13,15,Quinta,5
8 - Ministério da Defesa,13,15,Sexta,5
8 - Ministério da Defesa,13,15,Sábado,5
8 - Ministério da Defesa,13,15,Domingo,5
8 - Ministério da Defesa,13,30,Segunda,2
8 - Ministério da Defesa,13,30,Terça,2
8 - Ministério da Defesa,13,30,Quarta,2
8 - Ministério da Defesa,13,30,Quinta,2
8 - Ministério da Defesa,13,30,Sexta,2
8 - Ministério da Defesa,13,30,Sábado,2
8 - Ministério da Defesa,13,30,Domingo,2
8 - Ministério da Defesa,13,45,Segunda,2
8 - Ministério da Defesa,13,45,Terça,2
8 - Ministério da Defesa,13,45,Quarta,2
8 - Ministério da Defesa,13,45,Quinta,2
8 - Ministério da Defesa,13,45,Sexta,2
8 - Ministério da Defesa,13,45,Sábado,2
8 - Ministério da Defesa,13,45,Domingo,2
8 - Ministério da Defesa,14,0,Segunda,9
8 - Ministério da Defesa,14,0,Terça,9
8 - Ministério da Defesa,14,0,Quarta,9
8 - Ministério da Defesa,14,0,Quinta,9
8 - Ministério da Defesa,14,0,Sexta,9
8 - Ministério da Defesa,14,0,Sábado,9
8 - Ministério da Defesa,14,0,Domingo,9
8 - Ministério da Defesa,14,15,Segunda,5
8 - Ministério da Defesa,14,15,Terça,5
8 - Ministério da Defesa,14,15,Quarta,5
8 - Ministério da Defesa,14,15,Quinta,5
8 - Ministério da Defesa,14,15,Sexta,5
8 - Ministério da Defesa,14,15,Sábado,5
8 - Ministério da Defesa,14,15,Domingo,5
8 - Ministério da Defesa,14,30,Segunda,2
8 - Ministério da Defesa,14,30,Terça,2
8 - Ministério da Defesa,14,30,Quarta,2
8 - Ministério da Defesa,14,30,Quinta,2
8 - Ministério da Defesa,14,30,Sexta,2
8 - Ministério da Defesa,14,30,Sábado,2
8 - Ministério da Defesa,14,30,Domingo,2
8 - Ministério da Defesa,14,45,Segunda,2
8 - Ministério da Defesa,14,45,Terça,2
8 - Ministério da Defesa,14,45,Quarta,2
8 - Ministério da Defesa,14,45,Quinta,2
8 - Ministério da Defesa,14,45,Sexta,2
8 - Ministério da Defesa,14,45,Sábado,2
8 - Ministério da Defesa,14,45,Domingo,2
8 - Ministério da Defesa,15,0,Segunda,9
8 - Ministério da Defesa,15,0,Terça,9
8 - Ministério da Defesa,15,0,Quarta,9
8 - Ministério da Defesa,15,0,Quinta,9
8 - Ministério da Defesa,15,0,Sexta,9
8 - Ministério da Defesa,15,0,Sábado,9
8 - Ministério da Defesa,15,0,Domingo,9
8 - Ministério da Defesa,15,15,Segunda,5
8 - Ministério da Defesa,15,15,Terça,5
8 - Ministério da Defesa,15,15,Quarta,5
8 - Ministério da Defesa,15,15,Quinta,5
8 - Ministério da Defesa,15,15,Sexta,5
8 - Ministério da Defesa,15,15,Sábado,5
8 - Ministério da Defesa,15,15,Domingo,5
8 - Ministério da Defesa,15,30,Segunda,2
8 - Ministério da Defesa,15,30,Terça,2
8 - Ministério da Defesa,15,30,Quarta,2
8 - Ministério da Defesa,15,30,Quinta,2
8 - Ministério da Defesa,15,30,Sexta,2
8 - Ministério da Defesa,15,30,Sábado,2
8 - Ministério da Defesa,15,30,Domingo,2
8 - Ministério da Defesa,15,45,Segunda,2
8 - Ministério da Defesa,15,45,Terça,2
8 - Ministério da Defesa,15,45,Quarta,2
8 - Ministério da Defesa,15,45,Quinta,2
8 - Ministério da Defesa,15,45,Sexta,2
8 - Ministério da Defesa,15,45,Sábado,2
8 - Ministério da Defesa,15,45,Domingo,2
8 - Ministério da Defesa,16,0,Segunda,9
8 - Ministério da Defesa,16,0,Terça,9
8 - Ministério da Defesa,16,0,Quarta,9
8 - Ministério da Defesa,16,0,Quinta,9
8 - Ministério da Defesa,16,0,Sexta,9
8 - Ministério da Defesa,16,0,Sábado,9
8 - Ministério da Defesa,16,0,Domingo,9
8 - Ministério da Defesa,16,15,Segunda,5
8 - Ministério da Defesa,16,15,Terça,5
8 - Ministério da Defesa,16,15,Quarta,5
8 - Ministério da Defesa,16,15,Quinta,5
8 - Ministério da Defesa,16,15,Sexta,5
8 - Ministério da Defesa,16,15,Sábado,5
8 - Ministério da Defesa,16,15,Domingo,5
8 - Ministério da Defesa,16,30,Segunda,2
8 - Ministério da Defesa,16,30,Terça,2
8 - Ministério da Defesa,16,30,Quarta,2
8 - Ministério da Defesa,16,30,Quinta,2
8 - Ministério da Defesa,16,30,Sexta,2
8 - Ministério da Defesa,16,30,Sábado,2
8 - Ministério da Defesa,16,30,Domingo,2
8 - Ministério da Defesa,16,45,Segunda,2
8 - Ministério da Defesa,16,45,Terça,2
8 - Ministério da Defesa,16,45,Quarta,2
8 - Ministério da Defesa,16,45,Quinta,2
8 - Ministério da Defesa,16,45,Sexta,2
8 - Ministério da Defesa,16,45,Sábado,2
8 - Ministério da Defesa,16,45,Domingo,2
8 - Ministério da Defesa,17,0,Segunda,9
8 - Ministério da Defesa,17,0,Terça,9
8 - Ministério da Defesa,17,0,Quarta,9
8 - Ministério da Defesa,17,0,Quinta,9
8 - Ministério da Defesa,17,0,Sexta,9
8 - Ministério da Defesa,17,0,Sábado,9
8 - Ministério da Defesa,17,0,Domingo,9
8 - Ministério da Defesa,17,15,Segunda,5
8 - Ministério da Defesa,17,15,Terça,5
8 - Ministério da Defesa,17,15,Quarta,5
8 - Ministério da Defesa,17,15,Quinta,5
8 - Ministério da Defesa,17,15,Sexta,5
8 - Ministério da Defesa,17,15,Sábado,5
8 - Ministério da Defesa,17,15,Domingo,5
8 - Ministério da Defesa,17,30,Segunda,2
8 - Ministério da Defesa,17,30,Terça,2
8 - Ministério da Defesa,17,30,Quarta,2
8 - Ministério da Defesa,17,30,Quinta,2
8 - Ministério da Defesa,17,30,Sexta,2
8 - Ministério da Defesa,17,30,Sábado,2
8 - Ministério da Defesa,17,30,Domingo,2
8 - Ministério da Defesa,17,45,Segunda,2
8 - Ministério da Defesa,17,45,Terça,2
8 - Ministério da Defesa,17,45,Quarta,2
8 - Ministério da Defesa,17,45,Quinta,2
8 - Ministério da Defesa,17,45,Sexta,2
8 - Ministério da Defesa,17,45,Sábado,2
8 - Ministério da Defesa,17,45,Domingo,2
8 - Ministério da Defesa,18,0,Segunda,9
8 - Ministério da Defesa,18,0,Terça,9
8 - Ministério da Defesa,18,0,Quarta,9
8 - Ministério da Defesa,18,0,Quinta,9
8 - Ministério da Defesa,18,0,Sexta,9
8 - Ministério da Defesa,18,0,Sábado,9
8 - Ministério da Defesa,18,0,Domingo,9
8 - Ministério da Defesa,18,15,Segunda,5
8 - Ministério da Defesa,18,15,Terça,5
8 - Ministério da Defesa,18,15,Quarta,5
8 - Ministério da Defesa,18,15,Quinta,5
8 - Ministério da Defesa,18,15,Sexta,5
8 - Ministério da Defesa,18,15,Sábado,5
8 - Ministério da Defesa,18,15,Domingo,5
8 - Ministério da Defesa,18,30,Segunda,2
8 - Ministério da Defesa,18,30,Terça,2
8 - Ministério da Defesa,18,30,Quarta,2
8 - Ministério da Defesa,18,30,Quinta,2
8 - Ministério da Defesa,18,30,Sexta,2
8 - Ministério da Defesa,18,30,Sábado,2
8 - Ministério da Defesa,18,30,Domingo,2
8 - Ministério da Defesa,18,45,Segunda,2
8 - Ministério da Defesa,18,45,Terça,2
8 - Ministério da Defesa,18,45,Quarta,2
8 - Ministério da Defesa,18,45,Quinta,2
8 - Ministério da Defesa,18,45,Sexta,2
8 - Ministério da Defesa,18,45,Sábado,2
8 - Ministério da Defesa,18,45,Domingo,2
8 - Ministério da Defesa,19,0,Segunda,9
8 - Ministério da Defesa,19,0,Terça,9
8 - Ministério da Defesa,19,0,Quarta,9
8 - Ministério da Defesa,19,0,Quinta,9
8 - Ministério da Defesa,19,0,Sexta,9
8 - Ministério da Defesa,19,0,Sábado,9
8 - Ministério da Defesa,19,0,Domingo,9
8 - Ministério da Defesa,19,15,Segunda,5
8 - Ministério da Defesa,19,15,Terça,5
8 - Ministério da Defesa,19,15,Quarta,5
8 - Ministério da Defesa,19,15,Quinta,5
8 - Ministério da Defesa,19,15,Sexta,5
8 - Ministério da Defesa,19,15,Sábado,5
8 - Ministério da Defesa,19,15,Domingo,5
8 - Ministério da Defesa,19,30,Segunda,2
8 - Ministério da Defesa,19,30,Terça,2
8 - Ministério da Defesa,19,30,Quarta,2
8 - Ministério da Defesa,19,30,Quinta,2
8 - Ministério da Defesa,19,30,Sexta,2
8 - Ministério da Defesa,19,30,Sábado,2
8 - Ministério da Defesa,19,30,Domingo,2
8 - Ministério da Defesa,19,45,Segunda,2
8 - Ministério da Defesa,19,45,Terça,2
8 - Ministério da Defesa,19,45,Quarta,2
8 - Ministério da Defesa,19,45,Quinta,2
8 - Ministério da Defesa,19,45,Sexta,2
8 - Ministério da Defesa,19,45,Sábado,2
8 - Ministério da Defesa,19,45,Domingo,2
8 - Ministério da Defesa,20,0,Segunda,9
8 - Ministério da Defesa,20,0,Terça,9
8 - Ministério da Defesa,20,0,Quarta,9
8 - Ministério da Defesa,20,0,Quinta,9
8 - Ministério da Defesa,20,0,Sexta,9
8 - Ministério da Defesa,20,0,Sábado,9
8 - Ministério da Defesa,20,0,Domingo,9
8 - Ministério da Defesa,20,15,Segunda,5
8 - Ministério da Defesa,20,15,Terça,5
8 - Ministério da Defesa,20,15,Quarta,5
8 - Ministério da Defesa,20,15,Quinta,5
8 - Ministério da Defesa,20,15,Sexta,5
8 - Ministério da Defesa,20,15,Sábado,5
8 - Ministério da Defesa,20,15,Domingo,5
8 - Ministério da Defesa,20,30,Segunda,2
8 - Ministério da Defesa,20,30,Terça,2
8 - Ministério da Defesa,20,30,Quarta,2
8 - Ministério da Defesa,20,30,Quinta,2
8 - Ministério da Defesa,20,30,Sexta,2
8 - Ministério da Defesa,20,30,Sábado,2
8 - Ministério da Defesa,20,30,Domingo,2
8 - Ministério da Defesa,20,45,Segunda,2
8 - Ministério da Defesa,20,45,Terça,2
8 - Ministério da Defesa,20,45,Quarta,2
8 - Ministério da Defesa,20,45,Quinta,2
8 - Ministério da Defesa,20,45,Sexta,2
8 - Ministério da Defesa,20,45,Sábado,2
8 - Ministério da Defesa,20,45,Domingo,2
8 - Ministério da Defesa,21,0,Segunda,9
8 - Ministério da Defesa,21,0,Terça,9
8 - Ministério da Defesa,21,0,Quarta,9
8 - Ministério da Defesa,21,0,Quinta,9
8 - Ministério da Defesa,21,0,Sexta,9
8 - Ministério da Defesa,21,0,Sábado,9
8 - Ministério da Defesa,21,0,Domingo,9
8 - Ministério da Defesa,21,15,Segunda,5
8 - Ministério da Defesa,21,15,Terça,5
8 - Ministério da Defesa,21,15,Quarta,5
8 - Ministério da Defesa,21,15,Quinta,5
8 - Ministério da Defesa,21,15,Sexta,5
8 - Ministério da Defesa,21,15,Sábado,5
8 - Ministério da Defesa,21,15,Domingo,5
8 - Ministério da Defesa,21,30,Segunda,2
8 - Ministério da Defesa,21,30,Terça,2
8 - Ministério da Defesa,21,30,Quarta,2
8 - Ministério da Defesa,21,30,Quinta,2
8 - Ministério da Defesa,21,30,Sexta,2
8 - Ministério da Defesa,21,30,Sábado,2
8 - Ministério da Defesa,21,30,Domingo,2
8 - Ministério da Defesa,21,45,Segunda,2
8 - Ministério da Defesa,21,45,Terça,2
8 - Ministério da Defesa,21,45,Quarta,2
8 - Ministério da Defesa,21,45,Quinta,2
8 - Ministério da Defesa,21,45,Sexta,2
8 - Ministério da Defesa,21,45,Sábado,2
8 - Ministério da Defesa,21,45,Domingo,2
8 - Ministério da Defesa,22,0,Segunda,9
8 - Ministério da Defesa,22,0,Terça,9
8 - Ministério da Defesa,22,0,Quarta,9
8 - Ministério da Defesa,22,0,Quinta,9
8 - Ministério da Defesa,22,0,Sexta,9
8 - Ministério da Defesa,22,0,Sábado,9
8 - Ministério da Defesa,22,0,Domingo,9
8 - Ministério da Defesa,22,15,Segunda,5
8 - Ministério da Defesa,22,15,Terça,5
8 - Ministério da Defesa,22,15,Quarta,5
8 - Ministério da Defesa,22,15,Quinta,5
8 - Ministério da Defesa,22,15,Sexta,5
8 - Ministério da Defesa,22,15,Sábado,5
8 - Ministério da Defesa,22,15,Domingo,5
8 - Ministério da Defesa,22,30,Segunda,2
8 - Ministério da Defesa,22,30,Terça,2
8 - Ministério da Defesa,22,30,Quarta,2
8 - Ministério da Defesa,22,30,Quinta,2
8 - Ministério da Defesa,22,30,Sexta,2
8 - Ministério da Defesa,22,30,Sábado,2
8 - Ministério da Defesa,22,30,Domingo,2
8 - Ministério da Defesa,22,45,Segunda,2
8 - Ministério da Defesa,22,45,Terça,2
8 - Ministério da Defesa,22,45,Quarta,2
8 - Ministério da Defesa,22,45,Quinta,2
8 - Ministério da Defesa,22,45,Sexta,2
8 - Ministério da Defesa,22,45,Sábado,2
8 - Ministério da Defesa,22,45,Domingo,2
8 - Ministério da Defesa,23,0,Segunda,9
8 - Ministério da Defesa,23,0,Terça,9
8 - Ministério da Defesa,23,0,Quarta,9
8 - Ministério da Defesa,23,0,Quinta,9
8 - Ministério da Defesa,23,0,Sexta,9
8 - Ministério da Defesa,23,0,Sábado,9
8 - Ministério da Defesa,23,0,Domingo,9
8 - Ministério da Defesa,23,15,Segunda,5
8 - Ministério da Defesa,23,15,Terça,5
8 - Ministério da Defesa,23,15,Quarta,5
8 - Ministério da Defesa,23,15,Quinta,5
8 - Ministério da Defesa,23,15,Sexta,5
8 - Ministério da Defesa,23,15,Sábado,5
8 - Ministério da Defesa,23,15,Domingo,5
8 - Ministério da Defesa,23,30,Segunda,2
8 - Ministério da Defesa,23,30,Terça,2
8 - Ministério da Defesa,23,30,Quarta,2
8 - Ministério da Defesa,23,30,Quinta,2
8 - Ministério da Defesa,23,30,Sexta,2
8 - Ministério da Defesa,23,30,Sábado,2
8 - Ministério da Defesa,23,30,Domingo,2
8 - Ministério da Defesa,23,45,Segunda,2
8 - Ministério da Defesa,23,45,Terça,2
8 - Ministério da Defesa,23,45,Quarta,2
8 - Ministério da Defesa,23,45,Quinta,2
8 - Ministério da Defesa,23,45,Sexta,2
8 - Ministério da Defesa,23,45,Sábado,2
8 - Ministério da Defesa,23,45,Domingo,2
4 - Torre de TV,0,0,Segunda,0
4 - Torre de TV,0,0,Terça,0
4 - Torre de TV,0,0,Quarta,0
4 - Torre de TV,0,0,Quinta,0
4 - Torre de TV,0,0,Sexta,0
4 - Torre de TV,0,0,Sábado,0
4 - Torre de TV,0,0,Domingo,0
4 - Torre de TV,0,15,Segunda,0
4 - Torre de TV,0,15,Terça,0
4 - Torre de TV,0,15,Quarta,0
4 - Torre de TV,0,15,Quinta,0
4 - Torre de TV,0,15,Sexta,0
4 - Torre de TV,0,15,Sábado,0
4 - Torre de TV,0,15,Domingo,0
4 - Torre de TV,0,30,Segunda,0
4 - Torre de TV,0,30,Terça,0
4 - Torre de TV,0,30,Quarta,0
4 - Torre de TV,0,30,Quinta,0
4 - Torre de TV,0,30,Sexta,0
4 - Torre de TV,0,30,Sábado,0
4 - Torre de TV,0,30,Domingo,0
4 - Torre de TV,0,45,Segunda,0
4 - Torre de TV,0,45,Terça,0
4 - Torre de TV,0,45,Quarta,0
4 - Torre de TV,0,45,Quinta,0
4 - Torre de TV,0,45,Sexta,0
4 - Torre de TV,0,45,Sábado,0
4 - Torre de TV,0,45,Domingo,0
4 - Torre de TV,1,0,Segunda,0
4 - Torre de TV,1,0,Terça,0
4 - Torre de TV,1,0,Quarta,0
4 - Torre de TV,1,0,Quinta,0
4 - Torre de TV,1,0,Sexta,0
4 - Torre de TV,1,0,Sábado,0
4 - Torre de TV,1,0,Domingo,0
4 - Torre de TV,1,15,Segunda,0
4 - Torre de TV,1,15,Terça,0
4 - Torre de TV,1,15,Quarta,0
4 - Torre de TV,1,15,Quinta,0
4 - Torre de TV,1,15,Sexta,0
4 - Torre de TV,1,15,Sábado,0
4 - Torre de TV,1,15,Domingo,0
4 - Torre de TV,1,30,Segunda,0
4 - Torre de TV,1,30,Terça,0
4 - Torre de TV,1,30,Quarta,0
4 - Torre de TV,1,30,Quinta,0
4 - Torre de TV,1,30,Sexta,0
4 - Torre de TV,1,30,Sábado,0
4 - Torre de TV,1,30,Domingo,0
4 - Torre de TV,1,45,Segunda,0
4 - Torre de TV,1,45,Terça,0
4 - Torre de TV,1,45,Quarta,0
4 - Torre de TV,1,45,Quinta,0
4 - Torre de TV,1,45,Sexta,0
4 - Torre de TV,1,45,Sábado,0
4 - Torre de TV,1,45,Domingo,0
4 - Torre de TV,2,0,Segunda,0
4 - Torre de TV,2,0,Terça,0
4 - Torre de TV,2,0,Quarta,0
4 - Torre de TV,2,0,Quinta,0
4 - Torre de TV,2,0,Sexta,0
4 - Torre de TV,2,0,Sábado,0
4 - Torre de TV,2,0,Domingo,0
4 - Torre de TV,2,15,Segunda,0
4 - Torre de TV,2,15,Terça,0
4 - Torre de TV,2,15,Quarta,0
4 - Torre de TV,2,15,Quinta,0
4 - Torre de TV,2,15,Sexta,0
4 - Torre de TV,2,15,Sábado,0
4 - Torre de TV,2,15,Domingo,0
4 - Torre de TV,2,30,Segunda,0
4 - Torre de TV,2,30,Terça,0
4 - Torre de TV,2,30,Quarta,0
4 - Torre de TV,2,30,Quinta,0
4 - Torre de TV,2,30,Sexta,0
4 - Torre de TV,2,30,Sábado,0
4 - Torre de TV,2,30,Domingo,0
4 - Torre de TV,2,45,Segunda,0
4 - Torre de TV,2,45,Terça,0
4 - Torre de TV,2,45,Quarta,0
4 - Torre de TV,2,45,Quinta,0
4 - Torre de TV,2,45,Sexta,0
4 - Torre de TV,2,45,Sábado,0
4 - Torre de TV,2,45,Domingo,0
4 - Torre de TV,3,0,Segunda,0
4 - Torre de TV,3,0,Terça,0
4 - Torre de TV,3,0,Quarta,0
4 - Torre de TV,3,0,Quinta,0
4 - Torre de TV,3,0,Sexta,0
4 - Torre de TV,3,0,Sábado,0
4 - Torre de TV,3,0,Domingo,0
4 - Torre de TV,3,15,Segunda,0
4 - Torre de TV,3,15,Terça,0
4 - Torre de TV,3,15,Quarta,0
4 - Torre de TV,3,15,Quinta,0
4 - Torre de TV,3,15,Sexta,0
4 - Torre de TV,3,15,Sábado,0
4 - Torre de TV,3,15,Domingo,0
4 - Torre de TV,3,30,Segunda,0
4 - Torre de TV,3,30,Terça,0
4 - Torre de TV,3,30,Quarta,0
4 - Torre de TV,3,30,Quinta,0
4 - Torre de TV,3,30,Sexta,0
4 - Torre de TV,3,30,Sábado,0
4 - Torre de TV,3,30,Domingo,0
4 - Torre de TV,3,45,Segunda,0
4 - Torre de TV,3,45,Terça,0
4 - Torre de TV,3,45,Quarta,0
4 - Torre de TV,3,45,Quinta,0
4 - Torre de TV,3,45,Sexta,0
4 - Torre de TV,3,45,Sábado,0
4 - Torre de TV,3,45,Domingo,0
4 - Torre de TV,4,0,Segunda,0
4 - Torre de TV,4,0,Terça,0
4 - Torre de TV,4,0,Quarta,0
4 - Torre de TV,4,0,Quinta,0
4 - Torre de TV,4,0,Sexta,0
4 - Torre de TV,4,0,Sábado,0
4 - Torre de TV,4,0,Domingo,0
4 - Torre de TV,4,15,Segunda,0
4 - Torre de TV,4,15,Terça,0
4 - Torre de TV,4,15,Quarta,0
4 - Torre de TV,4,15,Quinta,0
4 - Torre de TV,4,15,Sexta,0
4 - Torre de TV,4,15,Sábado,0
4 - Torre de TV,4,15,Domingo,0
4 - Torre de TV,4,30,Segunda,0
4 - Torre de TV,4,30,Terça,0
4 - Torre de TV,4,30,Quarta,0
4 - Torre de TV,4,30,Quinta,0
4 - Torre de TV,4,30,Sexta,0
4 - Torre de TV,4,30,Sábado,0
4 - Torre de TV,4,30,Domingo,0
4 - Torre de TV,4,45,Segunda,0
4 - Torre de TV,4,45,Terça,0
4 - Torre de TV,4,45,Quarta,0
4 - Torre de TV,4,45,Quinta,0
4 - Torre de TV,4,45,Sexta,0
4 - Torre de TV,4,45,Sábado,0
4 - Torre de TV,4,45,Domingo,0
4 - Torre de TV,5,0,Segunda,0
4 - Torre de TV,5,0,Terça,0
4 - Torre de TV,5,0,Quarta,0
4 - Torre de TV,5,0,Quinta,0
4 - Torre de TV,5,0,Sexta,0
4 - Torre de TV,5,0,Sábado,0
4 - Torre de TV,5,0,Domingo,0
4 - Torre de TV,5,15,Segunda,0
4 - Torre de TV,5,15,Terça,0
4 - Torre de TV,5,15,Quarta,0
4 - Torre de TV,5,15,Quinta,0
4 - Torre de TV,5,15,Sexta,0
4 - Torre de TV,5,15,Sábado,0
4 - Torre de TV,5,15,Domingo,0
4 - Torre de TV,5,30,Segunda,0
4 - Torre de TV,5,30,Terça,0
4 - Torre de TV,5,30,Quarta,0
4 - Torre de TV,5,30,Quinta,0
4 - Torre de TV,5,30,Sexta,0
4 - Torre de TV,5,30,Sábado,0
4 - Torre de TV,5,30,Domingo,0
4 - Torre de TV,5,45,Segunda,0
4 - Torre de TV,5,45,Terça,0
4 - Torre de TV,5,45,Quarta,0
4 - Torre de TV,5,45,Quinta,0
4 - Torre de TV,5,45,Sexta,0
4 - Torre de TV,5,45,Sábado,0
4 - Torre de TV,5,45,Domingo,0
4 - Torre de TV,6,0,Segunda,0
4 - Torre de TV,6,0,Terça,0
4 - Torre de TV,6,0,Quarta,0
4 - Torre de TV,6,0,Quinta,0
4 - Torre de TV,6,0,Sexta,0
4 - Torre de TV,6,0,Sábado,0
4 - Torre de TV,6,0,Domingo,0
4 - Torre de TV,6,15,Segunda,0
4 - Torre de TV,6,15,Terça,0
4 - Torre de TV,6,15,Quarta,0
4 - Torre de TV,6,15,Quinta,0
4 - Torre de TV,6,15,Sexta,0
4 - Torre de TV,6,15,Sábado,0
4 - Torre de TV,6,15,Domingo,0
4 - Torre de TV,6,30,Segunda,0
4 - Torre de TV,6,30,Terça,0
4 - Torre de TV,6,30,Quarta,0
4 - Torre de TV,6,30,Quinta,0
4 - Torre de TV,6,30,Sexta,0
4 - Torre de TV,6,30,Sábado,0
4 - Torre de TV,6,30,Domingo,0
4 - Torre de TV,6,45,Segunda,0
4 - Torre de TV,6,45,Terça,0
4 - Torre de TV,6,45,Quarta,0
4 - Torre de TV,6,45,Quinta,0
4 - Torre de TV,6,45,Sexta,0
4 - Torre de TV,6,45,Sábado,0
4 - Torre de TV,6,45,Domingo,0
4 - Torre de TV,7,0,Segunda,0
4 - Torre de TV,7,0,Terça,0
4 - Torre de TV,7,0,Quarta,0
4 - Torre de TV,7,0,Quinta,0
4 - Torre de TV,7,0,Sexta,0
4 - Torre de TV,7,0,Sábado,0
4 - Torre de TV,7,0,Domingo,0
4 - Torre de TV,7,15,Segunda,0
4 - Torre de TV,7,15,Terça,0
4 - Torre de TV,7,15,Quarta,0
4 - Torre de TV,7,15,Quinta,0
4 - Torre de TV,7,15,Sexta,0
4 - Torre de TV,7,15,Sábado,0
4 - Torre de TV,7,15,Domingo,0
4 - Torre de TV,7,30,Segunda,0
4 - Torre de TV,7,30,Terça,0
4 - Torre de TV,7,30,Quarta,0
4 - Torre de TV,7,30,Quinta,0
4 - Torre de TV,7,30,Sexta,0
4 - Torre de TV,7,30,Sábado,0
4 - Torre de TV,7,30,Domingo,0
4 - Torre de TV,7,45,Segunda,0
4 - Torre de TV,7,45,Terça,0
4 - Torre de TV,7,45,Quarta,0
4 - Torre de TV,7,45,Quinta,0
4 - Torre de TV,7,45,Sexta,0
4 - Torre de TV,7,45,Sábado,0
4 - Torre de TV,7,45,Domingo,0
4 - Torre de TV,8,0,Segunda,5
4 - Torre de TV,8,0,Terça,5
4 - Torre de TV,8,0,Quarta,5
4 - Torre de TV,8,0,Quinta,5
4 - Torre de TV,8,0,Sexta,5
4 - Torre de TV,8,0,Sábado,5
4 - Torre de TV,8,0,Domingo,5
4 - Torre de TV,8,15,Segunda,5
4 - Torre de TV,8,15,Terça,5
4 - Torre de TV,8,15,Quarta,5
4 - Torre de TV,8,15,Quinta,5
4 - Torre de TV,8,15,Sexta,5
4 - Torre de TV,8,15,Sábado,5
4 - Torre de TV,8,15,Domingo,5
4 - Torre de TV,8,30,Segunda,6
4 - Torre de TV,8,30,Terça,6
4 - Torre de TV,8,30,Quarta,6
4 - Torre de TV,8,30,Quinta,6
4 - Torre de TV,8,30,Sexta,6
4 - Torre de TV,8,30,Sábado,6
4 - Torre de TV,8,30,Domingo,6
4 - Torre de TV,8,45,Segunda,6
4 - Torre de TV,8,45,Terça,6
4 - Torre de TV,8,45,Quarta,6
4 - Torre de TV,8,45,Quinta,6
4 - Torre de TV,8,45,Sexta,6
4 - Torre de TV,8,45,Sábado,6
4 - Torre de TV,8,45,Domingo,6
4 - Torre de TV,9,0,Segunda,5
4 - Torre de TV,9,0,Terça,5
4 - Torre de TV,9,0,Quarta,5
4 - Torre de TV,9,0,Quinta,5
4 - Torre de TV,9,0,Sexta,5
4 - Torre de TV,9,0,Sábado,5
4 - Torre de TV,9,0,Domingo,5
4 - Torre de TV,9,15,Segunda,5
4 - Torre de TV,9,15,Terça,5
4 - Torre de TV,9,15,Quarta,5
4 - Torre de TV,9,15,Quinta,5
4 - Torre de TV,9,15,Sexta,5
4 - Torre de TV,9,15,Sábado,5
4 - Torre de TV,9,15,Domingo,5
4 - Torre de TV,9,30,Segunda,6
4 - Torre de TV,9,30,Terça,6
4 - Torre de TV,9,30,Quarta,6
4 - Torre de TV,9,30,Quinta,6
4 - Torre de TV,9,30,Sexta,6
4 - Torre de TV,9,30,Sábado,6
4 - Torre de TV,9,30,Domingo,6
4 - Torre de TV,9,45,Segunda,6
4 - Torre de TV,9,45,Terça,6
4 - Torre de TV,9,45,Quarta,6
4 - Torre de TV,9,45,Quinta,6
4 - Torre de TV,9,45,Sexta,6
4 - Torre de TV,9,45,Sábado,6
4 - Torre de TV,9,45,Domingo,6
4 - Torre de TV,10,0,Segunda,8
4 - Torre de TV,10,0,Terça,8
4 - Torre de TV,10,0,Quarta,8
4 - Torre de TV,10,0,Quinta,8
4 - Torre de TV,10,0,Sexta,8
4 - Torre de TV,10,0,Sábado,8
4 - Torre de TV,10,0,Domingo,8
4 - Torre de TV,10,15,Segunda,8
4 - Torre de TV,10,15,Terça,8
4 - Torre de TV,10,15,Quarta,8
4 - Torre de TV,10,15,Quinta,8
4 - Torre de TV,10,15,Sexta,8
4 - Torre de TV,10,15,Sábado,8
4 - Torre de TV,10,15,Domingo,8
4 - Torre de TV,10,30,Segunda,11
4 - Torre de TV,10,30,Terça,11
4 - Torre de TV,10,30,Quarta,11
4 - Torre de TV,10,30,Quinta,11
4 - Torre de TV,10,30,Sexta,11
4 - Torre de TV,10,30,Sábado,11
4 - Torre de TV,10,30,Domingo,11
4 - Torre de TV,10,45,Segunda,11
4 - Torre de TV,10,45,Terça,11
4 - Torre de TV,10,45,Quarta,11
4 - Torre de TV,10,45,Quinta,11
4 - Torre de TV,10,45,Sexta,11
4 - Torre de TV,10,45,Sábado,11
4 - Torre de TV,10,45,Domingo,11
4 - Torre de TV,11,0,Segunda,8
4 - Torre de TV,11,0,Terça,8
4 - Torre de TV,11,0,Quarta,8
4 - Torre de TV,11,0,Quinta,8
4 - Torre de TV,11,0,Sexta,8
4 - Torre de TV,11,0,Sábado,8
4 - Torre de TV,11,0,Domingo,8
4 - Torre de TV,11,15,Segunda,8
4 - Torre de TV,11,15,Terça,8
